Id,Prediction
440,4300855.3270255765
441,4274352.114405987
442,4997934.500425753
443,5394166.589128877
444,4598270.147884908
445,3979951.2129022125
446,4957548.013788766
447,3896690.438246892
448,4172174.6815820434
449,5000156.091512357
450,4614636.298491858
451,3486762.7670278875
452,2445472.158022562
453,3979301.5312610436
454,3921040.8924686764
455,3839321.5015160795
456,2047278.808988022
457,3547623.092796702
458,3722798.371373389
459,2954154.310929228
460,4956305.254809449
461,4013406.7737140385
462,4533070.1881144615
463,1971903.2766322636
464,3777367.7971611023
465,4347787.578037632
466,3678684.520054047
467,2901916.890910542
468,4198649.532750436
469,4141971.642067303
470,3963259.965800674
471,4073180.156821464
472,3536937.631688767
473,4025808.093035835
474,4522495.258040756
475,3289005.226020285
476,3239235.855340998
477,3286817.531491441
478,3471266.6221197527
479,6383205.327360545
480,3299681.7377537414
481,4980102.626381002
482,2986509.257732656
483,4511594.126841318
484,5060484.04295204
485,2962786.450063991
486,5280614.72286979
487,4883181.046289569
488,5349816.059123617
489,4141706.2514303443
490,4778635.397298226
491,3319543.776445121
492,4421559.215815405
493,4560265.770659546
494,3790346.9621192245
495,3923754.175389983
496,4761385.805267945
497,4144713.6894020922
498,4092024.343879952
499,4601638.187492043
500,4560849.073278012
501,2473056.7209914215
502,3765058.3042583624
503,4588906.468906726
504,3307757.365086907
505,4348362.791162995
506,2698939.225489263
507,4574614.1226801025
508,2647758.6804671893
509,3970749.8464504853
510,4821076.902574124
511,5017599.26197772
512,2204028.397262068
513,4933667.65089542
514,3311985.0717507
515,2481667.0551337185
516,2741283.558939716
517,4742679.040301287
518,4150834.571311297
519,4909854.8071415145
520,3252892.780774492
521,6366785.429738
522,4764555.047837657
523,4135841.7397301747
524,4887365.603895457
525,4908211.391251735
526,2012157.3238307475
527,4999140.979942527
528,6902226.697958802
529,3925803.946092418
530,4335939.9297358
531,2825432.6530592507
532,4380436.873093226
533,3995880.923494482
534,4075326.8928952487
535,4827855.388164101
536,4704546.478056455
537,2505953.3744523544
538,3283468.9183802004
539,5524272.7488407865
540,4095768.1822393807
541,2700700.301927736
542,3118943.4667277755
543,3732193.809801003
544,3966984.6414072923
545,4279463.1561514875
546,2480679.2421461353
547,3877592.8893695804
548,2928496.574296666
549,3825067.746045443
550,3554235.6051195287
551,3871832.5751027297
552,3835870.546587433
553,4195075.870626569
554,4256835.628744905
555,5846533.891238761
556,2954154.310929228
557,4166587.8441753867
558,2987295.6122167003
559,4155385.3257354363
560,5565284.522555079
561,4643786.820069675
562,2883481.239269639
563,4414714.540691602
564,2779084.173970538
565,4737196.985262458
566,3389472.2400764283
567,6362562.445414135
568,4170565.1149636675
569,3065921.8623251994
570,5485183.900021484
571,4016331.501574368
572,3658817.042153507
573,4528252.102694392
574,3839053.574797175
575,3009454.255725073
576,5633588.830261642
577,4343988.525863886
578,3715121.660505699
579,3914530.4016985027
580,3264165.781354903
581,3640103.0337723107
582,6027149.960506015
583,3817324.764309917
584,5069879.251655907
585,6198809.852776002
586,3681949.8069972107
587,3218483.1753733973
588,6891946.896046281
589,3535568.533782039
590,2858987.5747600785
591,4027309.2766416483
592,3742823.0467927083
593,3130561.640427793
594,3531762.8836031873
595,3708997.4539094465
596,3203703.2584088375
597,3456714.205528303
598,3550734.5399380354
599,4368262.724098375
600,4408748.232573016
601,5818097.195320959
602,3883404.246843895
603,2133865.9512450625
604,2641935.658956531
605,2728565.158527949
606,2760914.794893327
607,3805394.551046877
608,2680290.0335625126
609,5283468.029921712
610,6420323.476406177
611,1824880.1811410591
612,6386478.282815822
613,4656593.9249104755
614,4573808.29075313
615,1866127.9532533686
616,5167891.384081786
617,4355275.615046483
618,5455195.634163602
619,3899744.238460533
620,3836017.662199569
621,9549342.494351389
622,4049015.3056919677
623,3638188.054477245
624,2035723.239329096
625,4153526.4862285675
626,5021642.054709983
627,4550091.268341135
628,3354632.43277596
629,3070895.86938086
630,5758231.939157761
631,5340488.752476909
632,5204097.3580252025
633,5057819.177832356
634,2006915.889930644
635,3495426.5885313237
636,6087152.798707211
637,4236645.890226711
638,3857389.4387610597
639,3900088.020744859
640,5458524.815153563
641,4773203.981010269
642,2610750.586323206
643,4641820.61267914
644,4161596.3356895186
645,3000806.14811896
646,4804322.304789474
647,3371272.1679186285
648,2145093.878150856
649,3014843.68875991
650,3333045.6064110696
651,3652248.241627628
652,4408748.232573016
653,4181811.0085837827
654,2914522.021779996
655,4189492.6961319614
656,3795349.886903201
657,4870034.3339185035
658,5840528.469291938
659,3451537.2376430584
660,5502299.37242927
661,5835121.0861576395
662,4526551.977267503
663,4061617.8052891577
664,4236645.890226711
665,3474835.5719669126
666,4479063.783229405
667,4081754.306439129
668,3665891.8431287645
669,4266475.765423239
670,5135510.206171184
671,5623061.038620546
672,3218335.524442718
673,4075977.9323518756
674,4656906.761932573
675,2528850.1458527627
676,3375936.523731643
677,2829660.2215798977
678,3547623.092796702
679,4752942.589055446
680,3527757.505712374
681,4525666.78857074
682,2932893.6678902195
683,4098524.3807095354
684,5379082.9477198925
685,4510163.557459739
686,2591549.92852473
687,2666987.779452873
688,7058276.438004111
689,2612459.855733831
690,3775143.5576660624
691,2990231.6984259915
692,2467585.5769199347
693,2782984.3843021286
694,2555074.180399926
695,2509935.3238385287
696,3797981.718871505
697,4391762.733971636
698,5320897.082395333
699,3510203.3487450643
700,5708900.957643863
701,4990026.86326394
702,4087311.529130318
703,4201172.100813203
704,5114413.636121892
705,8946929.410194317
706,5783191.14090963
707,4105646.6214275323
708,4478059.888657413
709,3289005.226020285
710,4691114.36781389
711,4973160.398906578
712,4577109.56224932
713,3783931.9416034506
714,5046841.369339559
715,5089333.128841041
716,3995651.257475681
717,3105191.1935509257
718,5023624.303490065
719,5434382.493478979
720,3863842.9762209035
721,6361271.529115431
722,4139727.138217572
723,2787890.2802681746
724,4588165.436261656
725,3924333.5137150064
726,2535318.1756750187
727,3620124.228476595
728,3724458.574666626
729,3088834.3074078294
730,3252975.50151692
731,3348629.112443068
732,3358286.4101041225
733,5516642.069081978
734,2998781.3828333043
735,4022578.2925926866
736,2640541.612064274
737,4588165.436261656
738,2426825.169813788
739,3855985.5566582666
740,5155502.874158413
741,4525630.842071659
742,4349251.801058377
743,4352347.128070882
744,5089078.271148473
745,6501100.86628125
746,3172356.0012624557
747,4752725.585190912
748,4473232.967739087
749,4213688.189547094
750,4957548.013788766
751,3118766.8008057643
752,4284311.888861616
753,1997059.9798164878
754,3170645.30396192
755,3176753.464107327
756,3252975.50151692
757,4877530.0468797805
758,3175723.4889506865
759,4894457.391227772
760,3585873.789235838
761,3987381.6533358204
762,2487533.6977290963
763,3304698.4862459074
764,4489344.5259382585
765,6945072.234833987
766,3531029.215306661
767,3063576.3787738853
768,5791522.705039491
769,4871281.165301663
770,3111004.1824830216
771,4093832.288040998
772,4756182.793148421
773,3428888.872149713
774,4546350.503938701
775,4554274.705238329
776,4172587.3917434397
777,4934180.877724689
778,4114543.417970077
779,3290980.496962506
780,2862597.805815077
781,3638161.0263343113
782,4881422.595808512
783,2399919.671614865
784,6163209.420799195
785,2445287.750610703
786,5546381.400159653
787,3936343.578540699
788,5689143.412750197
789,3515212.613417558
790,3404621.395971367
791,5021642.054709983
792,3395345.742374557
793,2233699.843318897
794,3319636.9471947122
795,4116267.008078575
796,1856001.7292543459
797,3450726.9362958074
798,3805394.551046877
799,3967231.699730463
800,5794743.162238282
801,4350588.758621505
802,4141971.642067303
803,3635676.251565014
804,4029634.060605986
805,3809659.205435767
806,5310421.962476156
807,4490555.319236076
808,2987295.6122167003
809,1965548.488421593
810,4273931.550209881
811,3453267.5561514725
812,5138274.01465469
813,5323760.206518576
814,2766130.0025807233
815,4746436.123839086
816,4153374.307305152
817,2741601.7434018846
818,3804379.3272196874
819,2949101.327561286
820,4282795.788731047
821,3797085.321359914
822,4497453.472718753
823,4425062.233777947
824,3782053.601014691
825,4002603.678255346
826,4871959.18742966
827,3023600.6856388557
828,5180648.442748193
829,2795803.89495965
830,4726354.5657645995
831,4941165.4408335155
832,4612560.026984334
833,4580754.919704134
834,5381459.799244267
835,3410755.272408354
836,1962422.9900501398
837,4366567.396706563
838,3428205.8164276173
839,1951045.822688656
840,4038093.3498428804
841,3190879.161277155
842,4163928.3924634727
843,3604468.811973831
844,5016442.779359355
845,4181864.060092106
846,4521978.125856553
847,5342214.256921123
848,3539063.9013117296
849,2837463.7593454802
850,3159728.3514348036
851,4266084.573539593
852,7777865.24668639
853,2617072.883498398
854,3005980.325068512
855,3658442.03247192
856,4952235.445213473
857,4044448.4004423926
858,3040508.956822014
859,5136001.006272982
860,3485949.478699275
861,5098525.05341408
862,2823099.732632476
863,6106479.676629854
864,4610525.403976725
865,4042327.3606976615
866,5518477.96788734
867,2941608.6347450796
868,3925803.946092418
869,4434495.329524715
870,1817827.9837362138
871,5001425.00639137
872,3478208.195171835
873,4472765.561487353
874,4321181.896031638
875,2417151.3931411137
876,2894439.745260702
877,5017599.26197772
878,3203517.979706261
879,5810109.9010476135
880,2743837.7970878165
881,3126650.6046293387
882,6867616.153131121
883,4212924.747468898
884,3221648.6792524625
885,4729160.54282196
886,3894965.7389330664
887,4693837.676773573
888,2617276.9307738408
889,4802888.5711446395
890,2564237.2239404256
891,4212924.747468898
892,7478616.143964543
893,2951797.501736731
894,5652477.445276888
895,4685922.634194126
896,4246154.287938137
897,3765058.3042583624
898,4523379.956496643
899,4222749.196210501
900,3399938.426024117
901,4817511.757619747
902,4090873.115022697
903,4380413.728706872
904,2427966.471461241
905,3449086.23469265
906,4650556.129213957
907,4065892.382190463
908,5608848.408094622
909,3845683.608896854
910,3801194.6975910007
911,5901956.444441946
912,3603433.8286015894
913,3304853.0961541296
914,3486720.3441425324
915,4693177.096183099
916,1800406.4707162795
917,7594972.644579277
918,2746285.007374153
919,3006793.025787058
920,3779056.778165028
921,2672523.838486581
922,4117869.0892532007
923,4214430.010551147
924,4644800.2517165225
925,7273048.258478594
926,5927489.514126844
927,3445956.529428911
928,4630481.54754373
929,3748020.9121992653
930,3645146.3509708494
931,2405860.8375547267
932,4468997.154085181
933,4950666.632448963
934,3432164.2086692383
935,3553011.155927147
936,2715809.4134898083
937,3846710.471520661
938,3227500.362710381
939,7471238.258718504
940,6017311.518800565
941,4412024.798188236
942,3911939.7708493043
943,4794802.060631895
944,4415370.729039747
945,2025525.2665601808
946,5169775.0059394
947,4973644.890527696
948,4329583.641278548
949,3141740.2179798586
950,5151277.068303651
951,4254755.605106208
952,2747189.1213612556
953,4002334.9224122795
954,5907531.900590165
955,4642292.133807152
956,4719191.880832844
957,4706827.140178542
958,4665969.211372777
959,4150433.4213306615
960,5820382.551860245
961,4397291.880705675
962,4013406.7737140385
963,5337159.359500787
964,8304648.651265542
965,2686794.376171387
966,4434606.796507896
967,4415214.92375079
968,4401188.375725378
969,2444016.678603742
970,3281731.22818736
971,3570327.065537487
972,2713447.493880205
973,3201184.885508202
974,3609266.493340248
975,3384256.2811285676
976,2865569.2543430678
977,4244452.880085926
978,3581450.0177932666
979,7176874.580019434
980,4705020.609323693
981,2028247.8238054975
982,3760391.359222207
983,5939310.5595759265
984,6676154.823743498
985,4418235.543179622
986,3175386.6047944054
987,3901117.217563837
988,5693578.6181280855
989,3482560.8918037983
990,4384974.579467401
991,1954753.258818098
992,6775951.396497357
993,4445992.536769505
994,4870282.753508025
995,2447403.6497646673
996,3924862.587132058
997,4700675.35199582
998,3074803.974941072
999,5983919.787819422
1000,3888470.9546022527
1001,2846670.656130873
1002,3914785.2673288854
1003,4638482.804902677
1004,4716217.7585830735
1005,4190636.1213166295
1006,5930123.792973882
1007,4001352.5377116883
1008,2785399.46928851
1009,2952245.9346785056
1010,3481537.551869719
1011,5829194.805683056
1012,4269496.835750833
1013,4675806.381470397
1014,4169174.5724767437
1015,4909732.710044424
1016,5098525.05341408
1017,4041879.0897123693
1018,3648622.2783884504
1019,3476910.998795508
1020,3952001.2955337605
1021,3917432.426341239
1022,3599117.0560336914
1023,2421508.549433916
1024,4427862.849602667
1025,6213529.542947763
1026,3286817.531491441
1027,3771338.311858585
1028,4145362.9477245575
1029,3111955.3923320044
1030,4523381.636655479
1031,3558442.0937601477
1032,2127267.755402248
1033,4812869.658343851
1034,6163450.2297217725
1035,3147355.5806253054
1036,4696902.839820186
1037,3983128.268179424
1038,5722010.938366258
1039,7026639.796482402
1040,5660704.793405485
1041,2708601.76192978
1042,1784450.6475696815
1043,4061600.559340467
1044,4601309.062770513
1045,5175635.8298654305
1046,4833408.252948598
1047,4825518.314974042
1048,2909628.0546167735
1049,4523752.608424724
1050,5077308.187025343
1051,3163708.696440427
1052,3726573.184014792
1053,3201329.3473110613
1054,8826876.437191514
1055,2139834.7074865066
1056,5461987.336992173
1057,4700675.35199582
1058,2680290.0335625126
1059,3826889.4704319257
1060,4457787.897043256
1061,3448124.2016073596
1062,4473142.677882553
1063,4127359.061346966
1064,4603586.552908262
1065,2564562.0445037866
1066,5417051.135222232
1067,4871281.165301663
1068,4301806.902014647
1069,4501168.095013242
1070,4370529.36298987
1071,4244367.483408127
1072,3900706.6557338685
1073,4768952.167722658
1074,5907531.900590165
1075,3526987.386430634
1076,4206381.771723647
1077,2795803.89495965
1078,3172909.973139558
1079,4217241.912283982
1080,3049589.323780413
1081,3589279.7397625917
1082,3440400.1141641806
1083,5322579.526129192
1084,2939375.530311385
1085,1824880.1811410591
1086,4615284.205723935
1087,3399938.426024117
1088,4618596.261704121
1089,3026273.0889411625
1090,4602453.512522869
1091,3254624.083458188
1092,4261024.701902297
1093,3972676.16998056
1094,4585548.765171023
1095,4050758.9626034694
1096,1865956.2565504443
1097,4369995.9784094915
1098,2478078.1264811084
1099,4832541.667743411
1100,3299681.7377537414
1101,4526077.408933239
1102,4278054.705589793
1103,3696789.3317455077
1104,4886365.305800589
1105,3636030.4054024983
1106,3454089.7298830235
1107,4561007.971195919
1108,4107071.6930077705
1109,5230153.635376761
1110,3581028.5917790546
1111,4630241.128064357
1112,3505263.6725611985
1113,2670602.8427551175
1114,4056123.078306231
1115,2267560.063919944
1116,2375299.4732789593
1117,5826908.328369266
1118,4422684.201596627
1119,2636073.07040679
1120,4352750.414668446
1121,1866127.9532533686
1122,3939791.302474564
1123,2547052.328431923
1124,2947275.023783507
1125,5497571.344878643
1126,4564095.464871381
1127,2596856.601289768
1128,3501303.113007514
1129,4665962.27928629
1130,3836017.662199569
1131,4536601.8606695235
1132,4695097.023795687
1133,3348039.371676365
1134,3628930.0987853687
1135,2990238.223408275
1136,4972347.346543753
1137,2445442.0995777915
1138,6911878.7798596425
1139,4063575.128418216
1140,6250573.338660305
1141,4244706.396694434
1142,4479753.0024438
1143,4248602.78023261
1144,2120458.1122007286
1145,4025791.6571929245
1146,3715121.660505699
1147,5430622.039830115
1148,3755133.677335213
1149,5396841.241752521
1150,3909345.0462219636
1151,1789324.022467305
1152,2784207.299459561
1153,4950522.939606099
1154,3532862.9789929874
1155,3733082.603287876
1156,4657702.039942919
1157,4638788.366257158
1158,4752725.585190912
1159,3533611.239884014
1160,4054317.881750943
1161,4834568.420820181
1162,4728539.707555753
1163,3766396.8378571044
1164,4223105.683774832
1165,5195779.654243834
1166,5261542.684843203
1167,5305801.941735531
1168,1801427.3414196982
1169,6527410.673838474
1170,3786585.4410376353
1171,2952245.9346785056
1172,1916284.112160657
1173,4719191.880832844
1174,3170645.30396192
1175,3625992.03719168
1176,5540281.69811299
1177,3922550.7240532027
1178,4653634.979294398
1179,3659756.3011433673
1180,4156509.2216672827
1181,4701312.575526715
1182,4351301.797661343
1183,2709190.9322915548
1184,4401188.375725378
1185,2628377.381028402
1186,4566186.474278065
1187,3605295.2139467755
1188,4047861.270208566
1189,4377271.223835942
1190,4944677.609019552
1191,3860428.793008983
1192,3701301.1220492423
1193,3083138.9987336467
1194,4460270.950530769
1195,4296335.675560705
1196,4145487.7693445063
1197,2331062.425534048
1198,3799645.2067536707
1199,4369001.71383006
1200,6432281.813880729
1201,4269357.374338797
1202,2954402.759855717
1203,2938547.225423979
1204,2870134.326460039
1205,2439143.351604832
1206,5425592.593943902
1207,3959032.6042388408
1208,3952001.2955337605
1209,4579694.588278879
1210,2909343.272666598
1211,2575397.1234287415
1212,4116730.031048933
1213,4899075.7904806435
1214,3820256.996867006
1215,3267274.1234661173
1216,3689990.858315393
1217,2728876.737073669
1218,2847199.1810951424
1219,3958093.464023327
1220,3725254.5035857037
1221,5066906.369627703
1222,4982863.474887134
1223,4511373.230054209
1224,5873905.6335679395
1225,4446670.401519194
1226,2433524.472723937
1227,4709285.275206729
1228,3829505.5158417965
1229,4890931.694498525
1230,4188711.5662509943
1231,4661652.901604798
1232,2092571.3975840465
1233,4784873.403638822
1234,5204097.3580252025
1235,2566823.294506761
1236,3752248.2495212927
1237,2781836.174532094
1238,3982485.2652218295
1239,4762660.096868989
1240,3748905.1438271715
1241,3485151.925576324
1242,4643786.820069675
1243,4116059.15233036
1244,4421559.215815405
1245,3067668.3581179054
1246,2566823.294506761
1247,4121678.660928389
1248,1815758.530695409
1249,5162630.082173514
1250,4273809.648204156
1251,3754121.339790558
1252,2859302.2749004397
1253,5916022.312904016
1254,3467632.8409476145
1255,2843354.3350658845
1256,4950539.970201698
1257,3586696.989648168
1258,4972543.959338827
1259,3371106.3405707753
1260,3572010.713744067
1261,7836707.072260364
1262,4433815.823370196
1263,2348800.0641695154
1264,4601638.187492043
1265,3887395.5021516955
1266,3526363.1973935384
1267,5007850.8096929975
1268,3233652.0408537816
1269,3814078.2257007
1270,3435318.1536650443
1271,6113923.632876688
1272,4489243.212427081
1273,2666987.779452873
1274,3308368.4945479273
1275,5867469.881947613
1276,3202700.26459634
1277,2555074.180399926
1278,5926283.059339046
1279,3170645.30396192
1280,3620539.2306320723
1281,3822049.274317935
1282,4449024.134865095
1283,2045984.5507039132
1284,4596842.838494019
1285,6107714.201150114
1286,1819282.8645053536
1287,3592782.844939437
1288,2793423.303775077
1289,2535318.1756750187
1290,3129725.185821989
1291,3278731.8877611468
1292,8437892.755842248
1293,3675478.605753203
1294,5327576.5228409665
1295,4800393.335416733
1296,6508539.30278188
1297,4219561.076644116
1298,2576656.5820856844
1299,4657045.618076677
1300,5365777.366760563
1301,2566823.294506761
1302,4205192.526223903
1303,4214431.657365671
1304,2808105.7835021005
1305,5433700.3901663525
1306,4876936.462256928
1307,4982650.441682137
1308,7260167.315388187
1309,3007392.3169663143
1310,4694465.124895019
1311,4549209.303763383
1312,3109940.3096374567
1313,5629857.218633973
1314,3020423.5456152055
1315,4534706.194627928
1316,4640910.932671935
1317,4786641.845975489
1318,4664237.570956118
1319,5632800.452830169
1320,4722105.025786205
1321,4533085.232711546
1322,3649145.6309089623
